ID,Name,Long,Lat,1911,1921,1936,1951,1960,1970,1980,1991,1996,2001
21431,KING WILLIAMS TOWN,27.41395,-32.87365,9028,9649,10669,12480,20910,37929,56545,83591,99845,104442
21601,ALICE,26.82841,-32.79318,,,,,,,5397,6197,9511,9265
21611,FORT BEAUFORT,26.59498,-32.77651,,,6102,8293,9750,11640,14720,18725,28036,34661
21701,ADELAIDE,26.29512,-32.701,,,,,5573,7227,7664,9919,11863,12045
21702,BEDFORD,26.0895,-32.6831,,,,,,5099,,8568,8448,8580
21801,CRADOCK,25.64949,-32.15852,6453,6807,9260,14866,19561,20822,25638,26857,29179,31295
21805,MIDDELBURG/KWANONZAME,25.05566,-31.41387,,5043,5331,6193,8681,11121,12557,16483,17282,18119
21902,THORNHILL,26.59352,-31.98253,,,,,,,,,,5251
22003,MOLTENO,26.35463,-31.40087,,,,,,5825,7655,8260,9785,10466
22005,STERKSTROOM,26.55266,-31.548,,,,,,,,,5999,6364
22112,QUEENSTOWN,26.89707,-31.90327,9028,12868,18255,25880,33182,39304,59329,60659,68186,84737
22113,SADA,26.81035,-32.19971,,,,,,10558,16970,19486,29578,31138
22303,DORDRECHT,27.04488,-31.36945,,,,,,,6108,6537,8776,8731
22309,INDWE,27.34376,-31.4962,,,,,,,,5550,6947,6691
22503,ELLIOT,27.83708,-31.31425,,,,,,,5439,6559,11501,15086
22510,CALA,27.59417,-31.46373,,,,,,,6660,7404,10555,11795
22610,MACLEAR,28.35148,-31.07874,,,,,,,,,8023,9578
22619,UGIE,28.23139,-31.20729,,,,,,,,,7920,8330
22620,MOUNT FLETCHER,28.32838,-30.86092,,,,,,,,,,5197
22703,BARKLY EAST,27.59399,-30.97064,,,,,,,,,7304,8368
22801,ALIWAL NORTH,26.70635,-30.70166,,6297,7647,9717,10762,12311,13273,19409,27759,28385
22901,BURGERSDORP,26.32657,-30.97932,,,,6184,7165,8340,8740,9825,12192,13534
22908,STEYNSBURG,25.82201,-31.29534,,,,,,,6186,7787,7198,6656
23525,TSOLO,28.77722,-31.31918,,,,,,,,,,5138
23626,UMTATA,28.78084,-31.59499,,,5542,9185,12221,25216,42188,78450,86869,92476
23725,UMZIMKULU,29.91717,-30.2622,,,,,,,,,9206,8488
23816,MOUNT AYLIFF,29.37513,-30.81769,,,,,,,,,5774,6167
23817,MOUNT FRERE,28.96144,-30.8964,,,,,,,,,7142,7651
27506,DESPATCH,25.49688,-33.80413,,,,5332,9992,13121,17421,17352,23084,30465
27516,PORT ELIZABETH,25.56279,-33.94341,37063,46094,109841,199201,290693,392231,540060,645574,750136,786581
27518,UITENHAGE,25.41913,-33.77687,11573,14214,20584,38748,48755,70517,84165,159962,169100,170722
30106,PORT NOLLOTH,16.88454,-29.24574,,,,,,,,,5032,5011
30210,SPRINGBOK,17.87773,-29.64643,,,,,9529,12603,14071,14460,17484,22104
30211,STEINKOPF,17.73213,-29.26394,,,,,,,,,7751,7255
30402,CALVINIA,19.77367,-31.43538,,,,,5202,7277,7304,8107,9613,12298
30706,VICTORIA WEST,23.14357,-31.40982,,,,,,,,6007,8411,5727
30801,COLESBERG,25.09769,-30.71491,,,,,,7088,10093,11018,12752,12763
30805,NOUPOORT,24.94676,-31.17473,,,,5090,6322,7403,7340,7367,6805,6863
30903,DE AAR,24.03505,-30.68709,,,5125,11075,14510,18057,20661,23810,26965,29250
31001,CARNARVON,22.13255,-30.96385,,,,,,5119,5421,5307,5936,5238
31201,HOPETOWN,24.10318,-29.5881,,,,,,,5272,5064,7909,8053
31304,PRIESKA,22.73001,-29.68765,,,,,6485,8521,7783,11078,11530,11513
31403,DOUGLAS,23.75422,-29.07766,,,,,,,,8839,11697,15480
31404,GRIEKWASTAD,23.24333,-28.84948,,,,,,,,,5299,5219
31406,RITCHIE,24.60358,-29.11267,,,,,,,,6997,9574,11217
31607,KAKAMAS,20.62013,-28.78143,,,,,,,,6918,7014,7308
31609,KEIMOES,20.97891,-28.72348,,,,,,,,6325,7125,11603
31711,UPINGTON,21.24485,-28.44869,,,6380,13303,20366,28632,33632,45643,54737,62061
31907,OLIFANTSHOEK,22.74007,-27.94377,,,,,,,,5082,7202,7026
31908,POSTMASBURG,23.07704,-28.30338,,,,,,9020,12650,16543,20676,21235
32001,DANIELSKUIL,23.52671,-28.17629,,,,,,,,8978,9847,10072
32102,KIMBERLEY,24.76573,-28.74589,44433,39702,40231,62439,79031,105258,142922,152200,170493,188544
32201,BARKLY WEST,24.50187,-28.50775,,,,,,5286,6564,9645,11927,14070
32203,DELPORTSHOOP,24.29969,-28.4085,,,,,,,,5487,8710,10316
32303,WARRENTON,24.84094,-28.15512,,,,,5992,9614,12543,14034,18393,18177
32404,KATHU/SISHEN,23.04368,-27.69364,,,,,,,8360,9465,9360,15132
40105,JACOBSDAL,24.77174,-29.13066,,,,,,,,,5547,6560
40106,KOFFIEFONTEIN,24.97994,-29.42659,,,,,,,6046,7584,9765,11714
40110,PETRUSBURG,25.41741,-29.11399,,,,,,,,,6052,6935
40201,BETHULIE,25.97134,-30.50633,,,,,,,,,6727,6414
40203,EDENBURG,25.92909,-29.72006,,,,,,,,,5420,8139
40209,JAGERSFONTEIN,25.42704,-29.76119,9019,,,,,,,5341,5196,5648
40305,ROUXVILLE,26.83793,-30.4151,,,,,,,,,5443,6153
40307,ZASTRON,27.08337,-30.30108,,,,,,,,6804,11962,10501
40401,DEWETSDORP,26.66932,-29.57706,,,,,,,,,7773,8037
40407,WEPENER,27.03241,-29.73101,,,,,,5023,5471,6627,8839,9203
40502,BLOEMFONTEIN,26.21095,-29.13084,26925,39034,64233,109369,145273,182329,218229,442610,534928,541455
40510,THABA NCHU,26.80972,-29.17252,,,,,,,,,61116,67268
40603,EXCELSIOR,27.06824,-28.93191,,,,,,,,,5130,5363
40605,LADYBRAND,27.45649,-29.18795,,,,6502,7045,8757,8890,10978,16561,21384
40703,BRANDFORT,26.46088,-28.69996,,,,,,5267,5560,7974,11629,11847
40713,THEUNISSEN,26.71713,-28.39941,,,,,5646,6665,8150,16643,21542,20005
40716,WINBURG,27.01166,-28.50941,,,,,,6761,7208,8970,10646,12025
40801,BOSHOF,25.22164,-28.54015,,,,,,,,,5787,8307
40803,HERTZOGVILLE,25.50486,-28.12747,,,,,,,,,6150,6847
40901,BULTFONTEIN,26.1584,-28.27553,,,,,,,,13686,19454,21097
40902,HOOPSTAD,25.93119,-27.83348,,,,,,,,7378,12166,11696
41001,ALLANRIDGE,26.64049,-27.76927,,,,,,,,16131,19404,19665
41004,HENNEMAN,27.02519,-27.97356,,,,,6439,6971,7256,12728,16534,21477
41012,ODENDAALSRUS,26.68315,-27.85782,,,,12273,21268,15603,24533,52399,65423,68157
41019,VENTERSBURG,27.13582,-28.08188,,,,,,12732,,8237,10291,10146
41020,VIRGINIA,26.86299,-28.09042,,,,,18166,20164,22346,37894,50855,72087
41022,WELKOM,26.74592,-27.97082,,,,10467,47768,67472,95725,156658,210200,207871
41101,BOTHAVILLE,26.60694,-27.37547,,,,,5364,9104,16024,26528,36537,49200
41105,WESSELBRON,26.36307,-27.84499,,,,,,,6875,15821,23422,27123
41201,CLOCOLAN,27.55184,-28.91,,,,,,5381,6727,7731,11843,16647
41202,FICKSBURG,27.86353,-28.8933,,,5136,7147,8146,9504,12996,18403,29429,35466
41205,MARQUARD,27.43149,-28.66562,,,,,,,,5067,10426,13092
41209,SENEKAL,27.62799,-28.33142,,,,5430,7409,9124,10861,13938,19358,22555
41301,BETHLEHEM,28.31381,-28.2292,,6365,10379,18574,24055,29918,41078,45499,62659,66703
41306,MASHAE FOURIE/FOURIESBURG,28.19034,-28.61786,,,,,,,,,7816,10921
41404,LINDLEY,27.91367,-27.90422,,,,,,,,7415,9583,10123
41408,PETRUS STEYN,28.1266,-27.65122,,,,,,,,6133,9802,9286
41410,REITZ,28.43425,-27.79806,,,,,,5650,6856,11029,15991,17468
41503,HARRISMITH,29.1426,-28.27876,6799,6234,9213,12954,13924,16082,18431,19696,33739,39069
41512,PHUTHADITJHABA,28.829,-28.50486,,,,,,,14405,25036,42974,53179
41604,VREDE,29.14659,-27.43984,,,,5117,6778,6309,7796,10260,14802,17432
41605,WARDEN,28.96858,-27.86348,,,,,,,,5009,6081,6787
41701,KROONSTAD,27.24132,-27.62254,5700,9336,13378,26612,42438,51988,63441,78543,86981,91925
41706,STEYNSRUS,27.56225,-27.9525,,,,,,,,,5689,7635
41709,VILJOENSKROON,26.94571,-27.21109,,,,,,5539,7243,13512,24081,26594
41802,HEILBRON,27.97612,-27.26909,,,,5279,7216,8258,9499,17463,24254,25518
41803,KOPPIES,27.61007,-27.24019,,,,,,,,5864,7179,8790
41807,PARYS,27.45968,-26.90798,,,5176,8110,12683,17447,21890,41387,43447,43790
41810,VREDEFORT,27.37347,-26.99946,,,,,,,,5808,10233,11697
41903,DENEYSVILLE,28.09926,-26.89584,,,,,,,,,12421,14923
41909,SASOLBURG,27.83885,-26.80233,,,,,25054,29056,25480,33305,51413,81641
42002,FRANKFORT,28.52003,-27.27999,,,,,,6123,6859,14426,21675,21305
42008,VILLIERS,28.61502,-27.0435,,,,,,,,6277,10813,11674
50212,SCOTTBURGH/UMZINTO NORTH,30.75058,-30.28745,,,,,,5272,6032,14122,18925,21925
50403,HARDING,29.89937,-30.57844,,,,,,,,,,5234
50610,MARGATE,30.36323,-30.85157,,,,,,,8360,22897,28824,30316
50620,PORT SHEPSTONE,30.44343,-30.73714,,,,,,5581,12870,16907,21282,26788
50706,MPOLWENI,30.48772,-29.4256,,,,,,,,,,5662
50716,WARTBURG,30.57688,-29.43263,,,,,,,,6403,,
50802,HOWICK,30.2262,-29.49408,,,,,,12429,17711,27348,34259,36094
50902,MOOI RIVER,30.00696,-29.21147,,,,,,5022,6140,7846,8403,13712
51109,PIETERMARITZBURG,30.38267,-29.60788,30555,36023,47410,92456,128598,160855,223655,276609,380485,410430
51305,RICHMOND_KN,30.37525,-29.77214,,,,,,,,,26900,45326
51407,LADYSMITH,29.80554,-28.57483,5595,6783,9702,16413,22955,28920,59545,93417,89324,129459
51501,EKUVUKENI,30.15704,-28.46653,,,,,,,11717,14131,16570,21590
51804,ESTCOURT/WEMBEZI,29.64737,-29.04692,,,,6027,9027,11822,22170,28958,26510,31457
51901,DUNDEE,30.22673,-28.16425,,,5595,8819,10939,17162,18337,20083,24929,28051
51905,GLENCOE,30.14755,-28.16607,,,,6179,8364,10513,10315,9816,11237,14072
52009,NONDWENI,30.82762,-28.19263,,,,,,,,5694,7398,15286
52305,GREYTOWN,30.59271,-29.06761,,,,5639,7743,9028,11049,13300,11540,15816
52310,NTUNJAMBILI,30.93261,-29.22754,,,,,,,,,,7915
52404,NEWCASTLE,29.98401,-27.77328,,,,13281,22715,54089,153429,212777,225848,264199
52501,UTRECHT,30.32182,-27.61612,,,,,5490,5893,,,,
52602,DURNACOL,30.02477,-28.04078,,,,,,5628,,,,
52705,PAULPIETERSBURG,30.8158,-27.42401,,,,,,,,5135,7152,8407
52805,PONGOLA/NCOTSCHANE,31.62641,-27.38186,,,,,,,,10647,12567,16892
52904,EMONDLO,30.71592,-27.98197,,,,,,,14577,22730,27317,32829
52913,VRYHEID,30.79817,-27.77364,,,6436,9056,10782,16992,19605,25099,34668,41400
53111,ULUNDI,31.4255,-28.29608,,,,,,,,11102,17376,18425
53308,JOZINI,32.07191,-27.51407,,,,,,,,,,6274
53612,INYALA/MTUBATUBA,32.18396,-28.4293,,,,,,,,,6356,12664
53803,EMPANGENI/RICHARD'S BAY,31.89747,-28.7568,,,,,6614,13468,19677,90990,109482,162189
54008,ESHOWE,31.46284,-28.88871,,,,,,,6100,5977,7680,10823
54308,SUNDUMBILI/MANDENI,31.40418,-29.11971,,,,,,,6925,13468,22789,28243
54401,BALLITO/DOLPHIN COAST,31.20881,-29.54065,,,,,,,,,6336,7504
54410,STANGER,31.2638,-29.37386,,,,5585,9619,17159,17275,29966,36294,47267
54710,IXOPO,30.05662,-29.96291,,,,,,,,,,8434
54906,MATATIELE,29.01566,-30.38598,,,,,,,,,,5213
55003,KOKSTAD,29.4171,-30.54864,,,5643,7533,7926,10227,12383,13075,19687,27312
57218,DURBAN,30.984,-29.8763,94228,146310,259606,498047,682451,871508,1303264,1800795,2439621,2878509
57258,MPUMALANGA,30.63559,-29.81669,,,,,,,49583,62140,73214,99729
57262,NEW GERMANY,30.8762,-29.79794,,,,,,,5118,,,
57280,TONGAAT,31.11663,-29.56102,,,,6494,9051,13108,23794,36108,,
57283,UMBUMBULU,30.70327,-29.9839,,,,,,,,,,7994
57287,UMKOMAAS,30.78504,-30.20202,,,,,,,,11400,18149,22609
57289,VERULAM,31.03692,-29.64943,,,,,,7556,14212,,,
60207,BRITS,27.80322,-25.62833,,,,6033,9407,12182,16273,27152,49432,69296
60213,HARTEBEESPOORT,27.87725,-25.74658,,,,,,,,6314,8506,7000
60315,RUSTENBURG,27.20649,-25.7113,,,6103,14434,21016,37668,42079,92080,121623,134341
60404,KOSTER,26.8972,-25.86882,,,,,,,,7216,10575,10575
60526,SUN CITY/LEDIG,27.15127,-25.34334,,,,,,,,,,21643
60706,DELAREYVILLE,25.45767,-26.68727,,,,,,,,,6393,7965
60710,OTTOSDAL,26.00511,-26.81103,,,,,,,,6226,11460,13047
60711,SANNIESHOF,25.80633,-26.52939,,,,,,,,,5893,7425
60816,MAFIKENG,25.64463,-25.85372,,,,6965,8362,14125,23861,42477,55207,71753
60904,COLIGNY,26.31764,-26.33335,,,,,,,,5654,8919,12849
60910,LICHTENBURG,26.16302,-26.10381,,,5811,10189,14271,13739,14562,28484,38641,52419
61015,ZEERUST,26.22769,-25.21453,,,,6151,6934,6972,7740,10087,15249,18941
61104,MOROKWENG,23.52659,-26.09003,,,,,,,,,,11993
61204,VRYBURG,24.7092,-26.9465,,,5027,9245,14659,16916,23906,28219,34198,36173
61306,SCHWEIZER-RENEKE,25.32361,-27.18791,,,,,5007,6790,7993,14890,27576,32656
61404,TAUNG,24.73335,-27.32496,,,,,,,,,,18088
61601,BLOEMHOF,25.58945,-27.63375,,,,,,5593,5860,9864,14747,22034
61603,CHRISTIANA,25.16987,-27.88327,,,,5112,5854,6882,7400,8022,15092,16564
61704,VENTERSDORP,26.82453,-26.31705,,,,,,,,,13516,16748
61805,POTCHEFSTROOM,27.15566,-26.74067,12989,13365,19099,32058,41927,57443,75842,101083,102001,111360
61906,HARTEBEESFONTEIN,26.42557,-26.76564,,,,,10330,,,8806,9942,13379
61912,KLERKSDORP,26.66094,-26.86362,,5686,8943,24277,43726,63558,80419,133300,156847,164487
61914,ORKNEY,26.63913,-26.93846,,,,9435,22425,22117,30415,52046,76036,82474
61916,STILFONTEIN,26.77133,-26.84494,,,,,12834,13600,26721,39644,54225,58137
61919,VAAL REEFS,26.73536,-26.93553,,,,,8361,,,,,
62004,LEEUDORINGSTAD,26.23812,-27.23523,,,,,,,,7041,9148,11457
62005,MAKWASSIE,25.97848,-27.32262,,,,,,,,,7313,11900
62010,WOLMARANSSTAD,25.97411,-27.19688,,,,,6054,7219,8931,13703,22180,22703
67602,PRETORIA/TSHWANE,28.0281,-25.57414,57631,74052,128621,285379,422590,563384,749106,999322,1642753,1944524
68101,SEODING,23.28724,-27.28221,,,,,,,,,,5841
68103,KURUMAN,23.37326,-27.4114,,,,,6505,5758,8268,9279,9727,14445
68701,JAN KEMPDORP,24.84858,-27.91878,,,,,6554,7361,8219,8867,13829,18761
68702,PAMPIERSTAD,24.69307,-27.77239,,,,,,,,,,18863
68803,FOCHVILLE,27.49596,-26.48588,,,,,,,7051,19559,28612,34403
70311,MODDERFONTEIN,27.69911,-26.41446,,,,6695,7611,,,,,
70409,VANDERBIJLPARK,27.78338,-26.69914,,,,47866,80388,90489,303007,415901,460378,523004
70410,VEREENIGING,27.92551,-26.62432,,5433,18867,65190,87091,181203,208356,242948,260516,343056
70602,HEIDELBERG_G,28.36595,-26.49739,,5433,5825,7677,9292,12521,,,,
70702,CULLINAN,28.51639,-25.6664,,,,,,6919,7725,6457,17790,24920
77301,ALBERTON,28.11123,-26.30929,,,5132,,,,,,,
77403,JOHANNESBURG_AGGLO,27.88319,-26.23809,461256,526768,1017190,1499064,1753605,2898614,3687895,4666369,5088504,5891846
77409,ENNERDALE/LENASIA SOUTH,27.98028,-26.259,,,,,,,,61279,59178,65696
78201,BRONKHORSTSPRUIT/EKANGALA,28.82063,-25.82034,,,,,,,6362,31176,48291,63593
80102,BADPLAAS,30.56998,-25.95794,,,,,,,,,16363,16725
80104,CAROLINA,30.11217,-26.06652,,,,,,5131,6140,8359,9864,12116
80108,EKULUNDENI,31.02071,-26.0472,,,,,,,,7275,7977,6240
80112,EMPULUZI,30.78582,-26.31576,,,,,,,,,11272,11857
80201,BREYTEN,29.98394,-26.30219,,,,,,5782,8020,8654,11658,14586
80204,ERMELO,29.9935,-26.52637,,,,9604,17025,19036,30342,37540,50562,51338
80208,LOTHAIR,30.43283,-26.39084,,,,,,,,,5195,5439
80301,AMSTERDAM,30.66401,-26.62727,,,,,,,,5698,5606,6538
80303,DRIEFONTEIN,30.43238,-26.99934,,,,,,,,18483,19787,21182
80309,PIET RETIEF,30.81956,-27.01316,,,,5999,8696,10056,14367,18884,27532,37918
80402,DAGGAKRAL/AMERSFOORT,29.97133,-27.11763,,,,,,,,19326,23298,25868
80408,VOLKSRUST,29.88972,-27.35755,,,,6858,8243,10238,14636,16260,20231,20468
80410,WAKKERSTROOM,30.13898,-27.36284,,,,,,,,,5035,5648
80505,STANDERTON,29.2318,-26.94073,,,5595,11616,16897,21038,32550,41035,55083,63053
80601,BALFOUR,28.59534,-26.65175,,,,,,6009,9430,13778,20855,24486
80701,BETHAL,29.49855,-26.47441,,,,8920,11988,17337,27021,28370,42795,44290
80707,HIGHVELD RIDGE_EVANDER/SECUNDA/EMBALENHLE,29.09887,-26.47076,,,,,,6592,35332,94563,110807,139620
80711,LEANDRA,28.90475,-26.36916,,,,,,,12263,14832,21625,20456
80713,LESLIE,28.9215,-26.36886,,,,,,6821,,,,
80805,DELMAS,28.68089,-26.13208,,,,,,6550,19121,,,
80915,KRIEL,29.16248,-26.2708,,,,,,,,9735,12374,18656
80928,OGIES/PHOLA,29.05753,-26.05097,,,,,,6389,7971,16937,20060,23759
80948,WITBANK,29.25981,-25.89265,,,,19904,25881,37456,80602,114612,169403,189153
81002,HENDRINA,29.71567,-26.15956,,,,,,,,6421,13045,13728
81006,MIDDELBURG/MHLUZI,29.47307,-25.77454,,7112,8259,9379,12941,26942,37380,64171,67407,88311
81101,BELFAST,30.02664,-25.69329,,,,,,5378,6344,7320,9786,9910
81106,MACHADODORP,30.24251,-25.69937,,,,,,,,,5088,5589
81109,WATERVAL BOVEN,30.33244,-25.63857,,,,,6348,6951,6244,5403,6353,5697
81202,KWAMHLANGA,28.70889,-25.37441,,,,,,,,,,6088
81204,VERENA,28.94625,-25.33643,,,,,,,,,,15158
81307,SIYABUSWA/IN MDUTJANE,29.04947,-25.11511,,,,,,,15213,31193,39590,48508
81309,MBIBANE/VAALBANK,28.85195,-25.15535,,,,,,,,11081,14403,17926
81402,LYDENBURG,30.46741,-25.09747,,,,,7587,7427,10857,12757,18260,23039
81405,SABIE,30.79503,-25.13572,,,,,,7961,5240,6099,7724,11936
81517,NELSPRUIT,30.98526,-25.48717,,,,8549,15498,25092,56241,79065,96584,108304
81524,WITRIVIER,31.02293,-25.33154,,,,,,,,5327,7124,8367
81601,BARBERTON,31.03876,-25.78104,,,,6430,11075,12382,16395,16731,24887,30891
81713,SWAERSHOEK/BOSCHFONTEIN,31.63361,-25.76998,,,,,,,,7384,7798,10773
81715,KAMAQHEKEZA,31.66784,-25.54541,,,,,,,,10240,11076,13792
88404,MOTETEMA,29.45972,-25.09877,,,,,,,,5657,,
90101,GIYANI,30.84243,-23.49789,,,,,,,,15061,20883,34441
90201,GA-KGAPANE/DUIWELSKLOOF,30.13677,-23.69461,,,,,,,,7697,10093,16139
90312,TZANEEN,30.15854,-23.83807,,,,,6237,7700,20035,30901,49102,63063
90412,PHALABORWA,30.936,-23.69603,,,,,,19521,29207,38738,59062,90049
90501,MESSINA,30.03265,-22.36022,,,7172,9349,10295,12121,11270,11007,18109,18999
90706,MALAMULELE,30.68927,-23.02836,,,,,,,,5010,7573,11303
90707,MHINGA,30.93512,-22.80547,,,,,,,,,,8060
90719,THOHOYANDOU,30.46857,-22.96107,,,,,,,,,31353,32738
90808,LOUIS TRICHARDT,29.91347,-23.04714,,,,7146,9880,8906,8762,8404,10335,15113
90810,TSHAKHUMA,30.3073,-23.05455,,,,,,,,,,8373
91208,MANKWENG,29.72227,-23.88764,,,,,,,,6342,8817,11598
91215,PIETERSBURG,29.4741,-23.92161,,6063,9135,20341,28071,45621,63074,89254,105217,133383
91304,LEBOWAKGOMO,29.49842,-24.32222,,,,,,,,20184,22642,26189
91405,NORTHAM,27.30043,-24.83522,,,,,,,,,,6174
91412,THABAZIMBI,27.17607,-24.60234,,,,,5620,6711,9706,8715,9306,13243
91502,ELLISRAS,27.74217,-23.66871,,,,,,,,9936,13794,12482
91603,NABOOMSPRUIT,28.71148,-24.51321,,,,,,,,7708,8912,11311
91702,NYLSTROOM,28.4041,-24.70356,,,,,6662,6906,9072,13432,18428,33810
91704,VAALWATER,28.11971,-24.29539,,,,,,,,,,7927
91803,WARMBATHS,28.28243,-24.88015,,,,,6351,8393,12015,18257,28214,32150
91913,POTGIETERSRUS,29.00656,-24.19454,,,,7011,11491,16736,22864,55298,90707,131073
92009,PHOKWANE,29.75025,-24.90655,,,,,,,,,,7391
92011,JANE FURSE,29.97263,-24.70745,,,,,,,,,,5650
98506,PENGE,30.29081,-24.38658,,,,,,6205,,,,
98601,THULAMAHASHE/ROLLE,31.22799,-24.75949,,,,,,,,9038,11338,12474
21414007,BEACON BAY,27.94284,-32.96636,,,,,,,,10612,,
40511002,BAINSVLEI,26.10955,-29.03843,,,,,,,,13660,,
57211016,SHALLCROSS,30.87752,-29.88699,,,,,,6066,,,,
57219002,HAMMERSDALE,30.65933,-29.79861,,,,,,21657,,,,
57259001,MOUNT EDGECOMBE,31.04335,-29.71911,,,,,,5477,,,,
60604002,MADIBOGO,25.17288,-26.41568,,,,,,,,,,6940
